start time,end time,demand_kwh,unit
2023-03-12 19:00:00,2023-03-12 20:00:00,7699.67,kWh
2023-03-12 20:00:00,2023-03-12 21:00:00,8824.14,kWh
2023-03-12 21:00:00,2023-03-12 22:00:00,9357.98,kWh
2023-03-12 22:00:00,2023-03-12 23:00:00,10012.93,kWh
2023-03-12 23:00:00,2023-03-13 00:00:00,9603.55,kWh
2023-03-13 00:00:00,2023-03-13 01:00:00,9286.75,kWh
2023-03-13 01:00:00,2023-03-13 02:00:00,9221.62,kWh
2023-03-13 02:00:00,2023-03-13 03:00:00,8816.32,kWh
2023-03-13 03:00:00,2023-03-13 04:00:00,9324.06,kWh
2023-03-13 04:00:00,2023-03-13 05:00:00,9232.67,kWh
2023-03-13 05:00:00,2023-03-13 06:00:00,9837.72,kWh
2023-03-13 06:00:00,2023-03-13 07:00:00,9966.33,kWh
2023-03-13 07:00:00,2023-03-13 08:00:00,9881.08,kWh
2023-03-13 08:00:00,2023-03-13 09:00:00,8761.4,kWh
2023-03-13 09:00:00,2023-03-13 10:00:00,9554.96,kWh
2023-03-13 10:00:00,2023-03-13 11:00:00,9765.71,kWh
2023-03-13 11:00:00,2023-03-13 12:00:00,9127.23,kWh
2023-03-13 12:00:00,2023-03-13 13:00:00,9307.93,kWh
2023-03-13 13:00:00,2023-03-13 14:00:00,9160.36,kWh
2023-03-13 14:00:00,2023-03-13 15:00:00,8855.01,kWh
2023-03-13 15:00:00,2023-03-13 16:00:00,8994.86,kWh
2023-03-13 16:00:00,2023-03-13 17:00:00,8617.34,kWh
2023-03-13 17:00:00,2023-03-13 18:00:00,8849.83,kWh
2023-03-13 18:00:00,2023-03-13 19:00:00,9138.54,kWh
2023-03-13 19:00:00,2023-03-13 20:00:00,8911.85,kWh
2023-03-13 20:00:00,2023-03-13 21:00:00,9033.32,kWh
2023-03-13 21:00:00,2023-03-13 22:00:00,9371.53,kWh
2023-03-13 22:00:00,2023-03-13 23:00:00,8841.22,kWh
2023-03-13 23:00:00,2023-03-14 00:00:00,9110.53,kWh
2023-03-14 00:00:00,2023-03-14 01:00:00,8739.07,kWh
2023-03-14 01:00:00,2023-03-14 02:00:00,8798.66,kWh
2023-03-14 02:00:00,2023-03-14 03:00:00,8995.23,kWh
2023-03-14 03:00:00,2023-03-14 04:00:00,9260.75,kWh
2023-03-14 04:00:00,2023-03-14 05:00:00,9449.95,kWh
2023-03-14 05:00:00,2023-03-14 06:00:00,9236.73,kWh
2023-03-14 06:00:00,2023-03-14 07:00:00,9636.78,kWh
2023-03-14 07:00:00,2023-03-14 08:00:00,10111.58,kWh
2023-03-14 08:00:00,2023-03-14 09:00:00,9210.17,kWh
2023-03-14 09:00:00,2023-03-14 10:00:00,8534.76,kWh
2023-03-14 10:00:00,2023-03-14 11:00:00,8321.04,kWh
2023-03-14 11:00:00,2023-03-14 12:00:00,9090.19,kWh
2023-03-14 12:00:00,2023-03-14 13:00:00,9327.82,kWh
2023-03-14 13:00:00,2023-03-14 14:00:00,9809.05,kWh
2023-03-14 14:00:00,2023-03-14 15:00:00,9642.0,kWh
2023-03-14 15:00:00,2023-03-14 16:00:00,9625.36,kWh
2023-03-14 16:00:00,2023-03-14 17:00:00,9423.0,kWh
2023-03-14 17:00:00,2023-03-14 18:00:00,11428.56,kWh
2023-03-14 18:00:00,2023-03-14 19:00:00,10757.73,kWh
2023-03-14 19:00:00,2023-03-14 20:00:00,10553.87,kWh
2023-03-14 20:00:00,2023-03-14 21:00:00,10556.83,kWh
2023-03-14 21:00:00,2023-03-14 22:00:00,10906.43,kWh
2023-03-14 22:00:00,2023-03-14 23:00:00,11125.75,kWh
2023-03-14 23:00:00,2023-03-15 00:00:00,11147.45,kWh
2023-03-15 00:00:00,2023-03-15 01:00:00,10754.77,kWh
2023-03-15 01:00:00,2023-03-15 02:00:00,10471.65,kWh
2023-03-15 02:00:00,2023-03-15 03:00:00,11236.38,kWh
2023-03-15 03:00:00,2023-03-15 04:00:00,11464.51,kWh
2023-03-15 04:00:00,2023-03-15 05:00:00,11427.21,kWh
2023-03-15 05:00:00,2023-03-15 06:00:00,11443.54,kWh
2023-03-15 06:00:00,2023-03-15 07:00:00,11370.28,kWh
2023-03-15 07:00:00,2023-03-15 08:00:00,11615.17,kWh
2023-03-15 08:00:00,2023-03-15 09:00:00,11197.26,kWh
2023-03-15 09:00:00,2023-03-15 10:00:00,10890.78,kWh
2023-03-15 10:00:00,2023-03-15 11:00:00,10856.29,kWh
2023-03-15 11:00:00,2023-03-15 12:00:00,10703.5,kWh
2023-03-15 12:00:00,2023-03-15 13:00:00,10772.34,kWh
2023-03-15 13:00:00,2023-03-15 14:00:00,10682.46,kWh
2023-03-15 14:00:00,2023-03-15 15:00:00,10539.96,kWh
2023-03-15 15:00:00,2023-03-15 16:00:00,10116.33,kWh
2023-03-15 16:00:00,2023-03-15 17:00:00,10342.58,kWh
2023-03-15 17:00:00,2023-03-15 18:00:00,10966.44,kWh
2023-03-15 18:00:00,2023-03-15 19:00:00,11178.63,kWh
2023-03-15 19:00:00,2023-03-15 20:00:00,11075.25,kWh
2023-03-15 20:00:00,2023-03-15 21:00:00,11146.33,kWh
2023-03-15 21:00:00,2023-03-15 22:00:00,11014.41,kWh
2023-03-15 22:00:00,2023-03-15 23:00:00,10819.04,kWh
2023-03-15 23:00:00,2023-03-16 00:00:00,11049.34,kWh
2023-03-16 00:00:00,2023-03-16 01:00:00,10620.7,kWh
2023-03-16 01:00:00,2023-03-16 02:00:00,10300.6,kWh
2023-03-16 02:00:00,2023-03-16 03:00:00,11340.84,kWh
2023-03-16 03:00:00,2023-03-16 04:00:00,11368.1,kWh
2023-03-16 04:00:00,2023-03-16 05:00:00,11501.23,kWh
2023-03-16 05:00:00,2023-03-16 06:00:00,11331.25,kWh
2023-03-16 06:00:00,2023-03-16 07:00:00,11703.12,kWh
2023-03-16 07:00:00,2023-03-16 08:00:00,11134.25,kWh
2023-03-16 08:00:00,2023-03-16 09:00:00,10347.18,kWh
2023-03-16 09:00:00,2023-03-16 10:00:00,9921.9,kWh
2023-03-16 10:00:00,2023-03-16 11:00:00,9823.52,kWh
2023-03-16 11:00:00,2023-03-16 12:00:00,9366.98,kWh
2023-03-16 12:00:00,2023-03-16 13:00:00,9440.0,kWh
2023-03-16 13:00:00,2023-03-16 14:00:00,9283.14,kWh
2023-03-16 14:00:00,2023-03-16 15:00:00,9439.87,kWh
2023-03-16 15:00:00,2023-03-16 16:00:00,9273.74,kWh
2023-03-16 16:00:00,2023-03-16 17:00:00,9074.78,kWh
2023-03-16 17:00:00,2023-03-16 18:00:00,9252.34,kWh
2023-03-16 18:00:00,2023-03-16 19:00:00,9633.62,kWh
2023-03-16 19:00:00,2023-03-16 20:00:00,9474.49,kWh
2023-03-16 20:00:00,2023-03-16 21:00:00,9438.45,kWh
2023-03-16 21:00:00,2023-03-16 22:00:00,9883.11,kWh
2023-03-16 22:00:00,2023-03-16 23:00:00,10282.16,kWh
2023-03-16 23:00:00,2023-03-17 00:00:00,10069.46,kWh
2023-03-17 00:00:00,2023-03-17 01:00:00,9849.02,kWh
2023-03-17 01:00:00,2023-03-17 02:00:00,10207.96,kWh
2023-03-17 02:00:00,2023-03-17 03:00:00,10053.21,kWh
2023-03-17 03:00:00,2023-03-17 04:00:00,9881.73,kWh
2023-03-17 04:00:00,2023-03-17 05:00:00,9952.86,kWh
2023-03-17 05:00:00,2023-03-17 06:00:00,9625.3,kWh
2023-03-17 06:00:00,2023-03-17 07:00:00,10344.58,kWh
2023-03-17 07:00:00,2023-03-17 08:00:00,10023.3,kWh
2023-03-17 08:00:00,2023-03-17 09:00:00,10085.56,kWh
2023-03-17 09:00:00,2023-03-17 10:00:00,9620.34,kWh
2023-03-17 10:00:00,2023-03-17 11:00:00,9721.78,kWh
2023-03-17 11:00:00,2023-03-17 12:00:00,8820.0,kWh
2023-03-17 12:00:00,2023-03-17 13:00:00,7785.17,kWh
2023-03-17 13:00:00,2023-03-17 14:00:00,7293.98,kWh
2023-03-17 14:00:00,2023-03-17 15:00:00,6141.24,kWh
2023-03-17 15:00:00,2023-03-17 16:00:00,6116.0,kWh
2023-03-17 16:00:00,2023-03-17 17:00:00,5891.31,kWh
2023-03-17 17:00:00,2023-03-17 18:00:00,5639.35,kWh
2023-03-17 18:00:00,2023-03-17 19:00:00,5479.44,kWh
2023-03-17 19:00:00,2023-03-17 20:00:00,5965.48,kWh
2023-03-17 20:00:00,2023-03-17 21:00:00,5655.72,kWh
2023-03-17 21:00:00,2023-03-17 22:00:00,5637.69,kWh
2023-03-17 22:00:00,2023-03-17 23:00:00,5270.76,kWh
2023-03-17 23:00:00,2023-03-18 00:00:00,5594.52,kWh
2023-03-18 00:00:00,2023-03-18 01:00:00,5355.29,kWh
2023-03-18 01:00:00,2023-03-18 02:00:00,5588.1,kWh
2023-03-18 02:00:00,2023-03-18 03:00:00,5906.8,kWh
2023-03-18 03:00:00,2023-03-18 04:00:00,5398.81,kWh
2023-03-18 04:00:00,2023-03-18 05:00:00,5352.45,kWh
2023-03-18 05:00:00,2023-03-18 06:00:00,5168.08,kWh
2023-03-18 06:00:00,2023-03-18 07:00:00,5164.4,kWh
2023-03-18 07:00:00,2023-03-18 08:00:00,5607.12,kWh
2023-03-18 08:00:00,2023-03-18 09:00:00,5352.61,kWh
2023-03-18 09:00:00,2023-03-18 10:00:00,5408.71,kWh
2023-03-18 10:00:00,2023-03-18 11:00:00,5431.39,kWh
2023-03-18 11:00:00,2023-03-18 12:00:00,5024.55,kWh
2023-03-18 12:00:00,2023-03-18 13:00:00,5095.25,kWh
2023-03-18 13:00:00,2023-03-18 14:00:00,4781.49,kWh
2023-03-18 14:00:00,2023-03-18 15:00:00,3988.48,kWh
2023-03-18 15:00:00,2023-03-18 16:00:00,3731.75,kWh
2023-03-18 16:00:00,2023-03-18 17:00:00,3642.26,kWh
2023-03-18 17:00:00,2023-03-18 18:00:00,4683.92,kWh
2023-03-18 18:00:00,2023-03-18 19:00:00,5063.34,kWh
2023-03-18 19:00:00,2023-03-18 20:00:00,5103.71,kWh
2023-03-18 20:00:00,2023-03-18 21:00:00,5631.93,kWh
2023-03-18 21:00:00,2023-03-18 22:00:00,5533.84,kWh
2023-03-18 22:00:00,2023-03-18 23:00:00,5778.34,kWh
2023-03-18 23:00:00,2023-03-19 00:00:00,5727.06,kWh
2023-03-19 00:00:00,2023-03-19 01:00:00,5808.31,kWh
2023-03-19 01:00:00,2023-03-19 02:00:00,5800.11,kWh
2023-03-19 02:00:00,2023-03-19 03:00:00,5914.96,kWh
2023-03-19 03:00:00,2023-03-19 04:00:00,5913.39,kWh
2023-03-19 04:00:00,2023-03-19 05:00:00,5544.67,kWh
2023-03-19 05:00:00,2023-03-19 06:00:00,5648.82,kWh
2023-03-19 06:00:00,2023-03-19 07:00:00,5935.3,kWh
2023-03-19 07:00:00,2023-03-19 08:00:00,6437.4,kWh
2023-03-19 08:00:00,2023-03-19 09:00:00,5770.98,kWh
2023-03-19 09:00:00,2023-03-19 10:00:00,5477.04,kWh
2023-03-19 10:00:00,2023-03-19 11:00:00,5298.67,kWh
2023-03-19 11:00:00,2023-03-19 12:00:00,5329.8,kWh
2023-03-19 12:00:00,2023-03-19 13:00:00,5207.84,kWh
2023-03-19 13:00:00,2023-03-19 14:00:00,5170.72,kWh
2023-03-19 14:00:00,2023-03-19 15:00:00,4850.14,kWh
2023-03-19 15:00:00,2023-03-19 16:00:00,4880.6,kWh
2023-03-19 16:00:00,2023-03-19 17:00:00,5575.62,kWh
2023-03-19 17:00:00,2023-03-19 18:00:00,5084.27,kWh
2023-03-19 18:00:00,2023-03-19 19:00:00,5016.57,kWh
2023-03-19 19:00:00,2023-03-19 20:00:00,5421.07,kWh
2023-03-19 20:00:00,2023-03-19 21:00:00,8369.02,kWh
2023-03-19 21:00:00,2023-03-19 22:00:00,9163.14,kWh
2023-03-19 22:00:00,2023-03-19 23:00:00,9707.16,kWh
2023-03-19 23:00:00,2023-03-20 00:00:00,9070.59,kWh
2023-03-20 00:00:00,2023-03-20 01:00:00,10168.92,kWh
2023-03-20 01:00:00,2023-03-20 02:00:00,10369.32,kWh
2023-03-20 02:00:00,2023-03-20 03:00:00,10338.87,kWh
2023-03-20 03:00:00,2023-03-20 04:00:00,10161.4,kWh
2023-03-20 04:00:00,2023-03-20 05:00:00,10330.03,kWh
2023-03-20 05:00:00,2023-03-20 06:00:00,10877.79,kWh
2023-03-20 06:00:00,2023-03-20 07:00:00,11139.74,kWh
2023-03-20 07:00:00,2023-03-20 08:00:00,10945.57,kWh
2023-03-20 08:00:00,2023-03-20 09:00:00,10849.98,kWh
2023-03-20 09:00:00,2023-03-20 10:00:00,10904.66,kWh
2023-03-20 10:00:00,2023-03-20 11:00:00,10485.76,kWh
2023-03-20 11:00:00,2023-03-20 12:00:00,10253.11,kWh
2023-03-20 12:00:00,2023-03-20 13:00:00,10294.58,kWh
2023-03-20 13:00:00,2023-03-20 14:00:00,10687.85,kWh
2023-03-20 14:00:00,2023-03-20 15:00:00,10451.92,kWh
2023-03-20 15:00:00,2023-03-20 16:00:00,10375.21,kWh
2023-03-20 16:00:00,2023-03-20 17:00:00,10423.14,kWh
2023-03-20 17:00:00,2023-03-20 18:00:00,10482.27,kWh
2023-03-20 18:00:00,2023-03-20 19:00:00,10250.79,kWh
2023-03-20 19:00:00,2023-03-20 20:00:00,10428.42,kWh
2023-03-20 20:00:00,2023-03-20 21:00:00,10427.59,kWh
2023-03-20 21:00:00,2023-03-20 22:00:00,10408.8,kWh
2023-03-20 22:00:00,2023-03-20 23:00:00,10384.16,kWh
2023-03-20 23:00:00,2023-03-21 00:00:00,10574.78,kWh
2023-03-21 00:00:00,2023-03-21 01:00:00,10706.58,kWh
2023-03-21 01:00:00,2023-03-21 02:00:00,10843.75,kWh
2023-03-21 02:00:00,2023-03-21 03:00:00,10251.72,kWh
2023-03-21 03:00:00,2023-03-21 04:00:00,10628.91,kWh
2023-03-21 04:00:00,2023-03-21 05:00:00,10468.85,kWh
2023-03-21 05:00:00,2023-03-21 06:00:00,11474.13,kWh
2023-03-21 06:00:00,2023-03-21 07:00:00,11320.35,kWh
2023-03-21 07:00:00,2023-03-21 08:00:00,11211.83,kWh
2023-03-21 08:00:00,2023-03-21 09:00:00,10966.73,kWh
2023-03-21 09:00:00,2023-03-21 10:00:00,10755.08,kWh
2023-03-21 10:00:00,2023-03-21 11:00:00,10714.94,kWh
2023-03-21 11:00:00,2023-03-21 12:00:00,10171.03,kWh
2023-03-21 12:00:00,2023-03-21 13:00:00,9859.45,kWh
2023-03-21 13:00:00,2023-03-21 14:00:00,9803.71,kWh
2023-03-21 14:00:00,2023-03-21 15:00:00,9486.77,kWh
2023-03-21 15:00:00,2023-03-21 16:00:00,9978.5,kWh
2023-03-21 16:00:00,2023-03-21 17:00:00,10272.11,kWh
2023-03-21 17:00:00,2023-03-21 18:00:00,9829.11,kWh
2023-03-21 18:00:00,2023-03-21 19:00:00,9754.42,kWh
2023-03-21 19:00:00,2023-03-21 20:00:00,10162.55,kWh
2023-03-21 20:00:00,2023-03-21 21:00:00,10635.58,kWh
2023-03-21 21:00:00,2023-03-21 22:00:00,10309.79,kWh
2023-03-21 22:00:00,2023-03-21 23:00:00,10676.56,kWh
2023-03-21 23:00:00,2023-03-22 00:00:00,10903.56,kWh
2023-03-22 00:00:00,2023-03-22 01:00:00,11077.76,kWh
2023-03-22 01:00:00,2023-03-22 02:00:00,10945.34,kWh
2023-03-22 02:00:00,2023-03-22 03:00:00,10711.76,kWh
2023-03-22 03:00:00,2023-03-22 04:00:00,10568.51,kWh
2023-03-22 04:00:00,2023-03-22 05:00:00,10996.32,kWh
2023-03-22 05:00:00,2023-03-22 06:00:00,11372.42,kWh
2023-03-22 06:00:00,2023-03-22 07:00:00,11377.11,kWh
2023-03-22 07:00:00,2023-03-22 08:00:00,10126.99,kWh
2023-03-22 08:00:00,2023-03-22 09:00:00,9510.18,kWh
2023-03-22 09:00:00,2023-03-22 10:00:00,9602.06,kWh
2023-03-22 10:00:00,2023-03-22 11:00:00,9328.29,kWh
2023-03-22 11:00:00,2023-03-22 12:00:00,9293.02,kWh
2023-03-22 12:00:00,2023-03-22 13:00:00,8873.29,kWh
2023-03-22 13:00:00,2023-03-22 14:00:00,10212.99,kWh
2023-03-22 14:00:00,2023-03-22 15:00:00,10308.15,kWh
2023-03-22 15:00:00,2023-03-22 16:00:00,9519.35,kWh
2023-03-22 16:00:00,2023-03-22 17:00:00,9922.59,kWh
2023-03-22 17:00:00,2023-03-22 18:00:00,10060.74,kWh
2023-03-22 18:00:00,2023-03-22 19:00:00,10263.64,kWh
2023-03-22 19:00:00,2023-03-22 20:00:00,9717.35,kWh
2023-03-22 20:00:00,2023-03-22 21:00:00,9981.17,kWh
2023-03-22 21:00:00,2023-03-22 22:00:00,10013.62,kWh
2023-03-22 22:00:00,2023-03-22 23:00:00,9695.64,kWh
2023-03-22 23:00:00,2023-03-23 00:00:00,9726.96,kWh
2023-03-23 00:00:00,2023-03-23 01:00:00,9780.47,kWh
2023-03-23 01:00:00,2023-03-23 02:00:00,9457.41,kWh
2023-03-23 02:00:00,2023-03-23 03:00:00,9955.9,kWh
2023-03-23 03:00:00,2023-03-23 04:00:00,9512.12,kWh
2023-03-23 04:00:00,2023-03-23 05:00:00,9746.37,kWh
2023-03-23 05:00:00,2023-03-23 06:00:00,9707.95,kWh
2023-03-23 06:00:00,2023-03-23 07:00:00,9881.51,kWh
2023-03-23 07:00:00,2023-03-23 08:00:00,9647.12,kWh
2023-03-23 08:00:00,2023-03-23 09:00:00,9953.03,kWh
2023-03-23 09:00:00,2023-03-23 10:00:00,9896.92,kWh
2023-03-23 10:00:00,2023-03-23 11:00:00,9493.35,kWh
2023-03-23 11:00:00,2023-03-23 12:00:00,9353.34,kWh
2023-03-23 12:00:00,2023-03-23 13:00:00,9136.27,kWh
2023-03-23 13:00:00,2023-03-23 14:00:00,8836.29,kWh
2023-03-23 14:00:00,2023-03-23 15:00:00,8986.34,kWh
2023-03-23 15:00:00,2023-03-23 16:00:00,8553.24,kWh
2023-03-23 16:00:00,2023-03-23 17:00:00,8292.81,kWh
2023-03-23 17:00:00,2023-03-23 18:00:00,7640.15,kWh
2023-03-23 18:00:00,2023-03-23 19:00:00,7844.05,kWh
2023-03-23 19:00:00,2023-03-23 20:00:00,7975.01,kWh
2023-03-23 20:00:00,2023-03-23 21:00:00,8134.85,kWh
2023-03-23 21:00:00,2023-03-23 22:00:00,8187.72,kWh
2023-03-23 22:00:00,2023-03-23 23:00:00,8163.78,kWh
2023-03-23 23:00:00,2023-03-24 00:00:00,7978.33,kWh
2023-03-24 00:00:00,2023-03-24 01:00:00,7916.26,kWh
2023-03-24 01:00:00,2023-03-24 02:00:00,7734.15,kWh
2023-03-24 02:00:00,2023-03-24 03:00:00,7668.28,kWh
2023-03-24 03:00:00,2023-03-24 04:00:00,7134.48,kWh
2023-03-24 04:00:00,2023-03-24 05:00:00,7165.53,kWh
2023-03-24 05:00:00,2023-03-24 06:00:00,7192.45,kWh
2023-03-24 06:00:00,2023-03-24 07:00:00,7099.29,kWh
2023-03-24 07:00:00,2023-03-24 08:00:00,7423.27,kWh
2023-03-24 08:00:00,2023-03-24 09:00:00,7441.3,kWh
2023-03-24 09:00:00,2023-03-24 10:00:00,8182.98,kWh
2023-03-24 10:00:00,2023-03-24 11:00:00,7893.81,kWh
2023-03-24 11:00:00,2023-03-24 12:00:00,7931.28,kWh
2023-03-24 12:00:00,2023-03-24 13:00:00,8105.78,kWh
2023-03-24 13:00:00,2023-03-24 14:00:00,7754.97,kWh
2023-03-24 14:00:00,2023-03-24 15:00:00,7299.14,kWh
2023-03-24 15:00:00,2023-03-24 16:00:00,6614.48,kWh
2023-03-24 16:00:00,2023-03-24 17:00:00,6227.01,kWh
2023-03-24 17:00:00,2023-03-24 18:00:00,5876.66,kWh
2023-03-24 18:00:00,2023-03-24 19:00:00,6022.12,kWh
2023-03-24 19:00:00,2023-03-24 20:00:00,6484.35,kWh
2023-03-24 20:00:00,2023-03-24 21:00:00,6165.11,kWh
2023-03-24 21:00:00,2023-03-24 22:00:00,6223.71,kWh
2023-03-24 22:00:00,2023-03-24 23:00:00,5997.87,kWh
2023-03-24 23:00:00,2023-03-25 00:00:00,5739.69,kWh
2023-03-25 00:00:00,2023-03-25 01:00:00,5864.83,kWh
2023-03-25 01:00:00,2023-03-25 02:00:00,6036.84,kWh
2023-03-25 02:00:00,2023-03-25 03:00:00,5994.51,kWh
2023-03-25 03:00:00,2023-03-25 04:00:00,5888.95,kWh
2023-03-25 04:00:00,2023-03-25 05:00:00,5862.35,kWh
2023-03-25 05:00:00,2023-03-25 06:00:00,5892.29,kWh
2023-03-25 06:00:00,2023-03-25 07:00:00,5612.59,kWh
2023-03-25 07:00:00,2023-03-25 08:00:00,5863.52,kWh
2023-03-25 08:00:00,2023-03-25 09:00:00,5608.84,kWh
2023-03-25 09:00:00,2023-03-25 10:00:00,5986.86,kWh
2023-03-25 10:00:00,2023-03-25 11:00:00,5881.07,kWh
2023-03-25 11:00:00,2023-03-25 12:00:00,5577.05,kWh
2023-03-25 12:00:00,2023-03-25 13:00:00,5638.92,kWh
2023-03-25 13:00:00,2023-03-25 14:00:00,5667.22,kWh
2023-03-25 14:00:00,2023-03-25 15:00:00,5728.62,kWh
2023-03-25 15:00:00,2023-03-25 16:00:00,5451.23,kWh
2023-03-25 16:00:00,2023-03-25 17:00:00,5553.49,kWh
2023-03-25 17:00:00,2023-03-25 18:00:00,5361.67,kWh
2023-03-25 18:00:00,2023-03-25 19:00:00,5784.44,kWh
2023-03-25 19:00:00,2023-03-25 20:00:00,5461.58,kWh
2023-03-25 20:00:00,2023-03-25 21:00:00,6111.14,kWh
2023-03-25 21:00:00,2023-03-25 22:00:00,5945.14,kWh
2023-03-25 22:00:00,2023-03-25 23:00:00,6364.17,kWh
2023-03-25 23:00:00,2023-03-26 00:00:00,6334.57,kWh
2023-03-26 00:00:00,2023-03-26 01:00:00,6023.5,kWh
2023-03-26 01:00:00,2023-03-26 03:00:00,6095.77,kWh
2023-03-26 03:00:00,2023-03-26 04:00:00,6241.59,kWh
2023-03-26 04:00:00,2023-03-26 05:00:00,6155.16,kWh
2023-03-26 05:00:00,2023-03-26 06:00:00,6266.49,kWh
2023-03-26 06:00:00,2023-03-26 07:00:00,6408.06,kWh
2023-03-26 07:00:00,2023-03-26 08:00:00,6219.73,kWh
2023-03-26 08:00:00,2023-03-26 09:00:00,6016.17,kWh
2023-03-26 09:00:00,2023-03-26 10:00:00,6059.58,kWh
2023-03-26 10:00:00,2023-03-26 11:00:00,5946.15,kWh
2023-03-26 11:00:00,2023-03-26 12:00:00,5819.24,kWh
2023-03-26 12:00:00,2023-03-26 13:00:00,5598.55,kWh
2023-03-26 13:00:00,2023-03-26 14:00:00,5530.91,kWh
2023-03-26 14:00:00,2023-03-26 15:00:00,5617.5,kWh
2023-03-26 15:00:00,2023-03-26 16:00:00,5529.32,kWh
2023-03-26 16:00:00,2023-03-26 17:00:00,5957.29,kWh
2023-03-26 17:00:00,2023-03-26 18:00:00,5781.87,kWh
2023-03-26 18:00:00,2023-03-26 19:00:00,6088.48,kWh
2023-03-26 19:00:00,2023-03-26 20:00:00,6179.71,kWh
2023-03-26 20:00:00,2023-03-26 21:00:00,8040.94,kWh
2023-03-26 21:00:00,2023-03-26 22:00:00,8956.14,kWh
2023-03-26 22:00:00,2023-03-26 23:00:00,9179.05,kWh
2023-03-26 23:00:00,2023-03-27 00:00:00,8519.43,kWh
2023-03-27 00:00:00,2023-03-27 01:00:00,8822.42,kWh
2023-03-27 01:00:00,2023-03-27 02:00:00,9025.66,kWh
2023-03-27 02:00:00,2023-03-27 03:00:00,9015.39,kWh
2023-03-27 03:00:00,2023-03-27 04:00:00,8821.48,kWh
2023-03-27 04:00:00,2023-03-27 05:00:00,8689.79,kWh
2023-03-27 05:00:00,2023-03-27 06:00:00,9163.21,kWh
2023-03-27 06:00:00,2023-03-27 07:00:00,9331.02,kWh
2023-03-27 07:00:00,2023-03-27 08:00:00,8996.41,kWh
2023-03-27 08:00:00,2023-03-27 09:00:00,8414.54,kWh
2023-03-27 09:00:00,2023-03-27 10:00:00,9066.33,kWh
2023-03-27 10:00:00,2023-03-27 11:00:00,8626.61,kWh
2023-03-27 11:00:00,2023-03-27 12:00:00,8809.55,kWh
2023-03-27 12:00:00,2023-03-27 13:00:00,8399.32,kWh
2023-03-27 13:00:00,2023-03-27 14:00:00,8867.45,kWh
2023-03-27 14:00:00,2023-03-27 15:00:00,9063.2,kWh
2023-03-27 15:00:00,2023-03-27 16:00:00,9069.59,kWh
2023-03-27 16:00:00,2023-03-27 17:00:00,8658.1,kWh
2023-03-27 17:00:00,2023-03-27 18:00:00,8527.05,kWh
2023-03-27 18:00:00,2023-03-27 19:00:00,8994.96,kWh
2023-03-27 19:00:00,2023-03-27 20:00:00,8988.42,kWh
2023-03-27 20:00:00,2023-03-27 21:00:00,8799.26,kWh
2023-03-27 21:00:00,2023-03-27 22:00:00,8894.59,kWh
2023-03-27 22:00:00,2023-03-27 23:00:00,9438.25,kWh
2023-03-27 23:00:00,2023-03-28 00:00:00,9406.24,kWh
2023-03-28 00:00:00,2023-03-28 01:00:00,9401.3,kWh
2023-03-28 01:00:00,2023-03-28 02:00:00,8807.32,kWh
2023-03-28 02:00:00,2023-03-28 03:00:00,9234.71,kWh
2023-03-28 03:00:00,2023-03-28 04:00:00,8948.8,kWh
2023-03-28 04:00:00,2023-03-28 05:00:00,9350.1,kWh
2023-03-28 05:00:00,2023-03-28 06:00:00,8863.88,kWh
2023-03-28 06:00:00,2023-03-28 07:00:00,9300.95,kWh
2023-03-28 07:00:00,2023-03-28 08:00:00,9611.81,kWh
2023-03-28 08:00:00,2023-03-28 09:00:00,9553.21,kWh
2023-03-28 09:00:00,2023-03-28 10:00:00,8960.15,kWh
2023-03-28 10:00:00,2023-03-28 11:00:00,9354.43,kWh
2023-03-28 11:00:00,2023-03-28 12:00:00,9362.47,kWh
2023-03-28 12:00:00,2023-03-28 13:00:00,9649.86,kWh
2023-03-28 13:00:00,2023-03-28 14:00:00,9605.62,kWh
2023-03-28 14:00:00,2023-03-28 15:00:00,9454.09,kWh
2023-03-28 15:00:00,2023-03-28 16:00:00,9178.17,kWh
2023-03-28 16:00:00,2023-03-28 17:00:00,9065.13,kWh
2023-03-28 17:00:00,2023-03-28 18:00:00,9314.51,kWh
2023-03-28 18:00:00,2023-03-28 19:00:00,9310.94,kWh
2023-03-28 19:00:00,2023-03-28 20:00:00,9334.8,kWh
2023-03-28 20:00:00,2023-03-28 21:00:00,9413.65,kWh
2023-03-28 21:00:00,2023-03-28 22:00:00,9184.88,kWh
2023-03-28 22:00:00,2023-03-28 23:00:00,9321.3,kWh
2023-03-28 23:00:00,2023-03-29 00:00:00,9236.07,kWh
2023-03-29 00:00:00,2023-03-29 01:00:00,9440.7,kWh
2023-03-29 01:00:00,2023-03-29 02:00:00,9858.19,kWh
2023-03-29 02:00:00,2023-03-29 03:00:00,10262.92,kWh
2023-03-29 03:00:00,2023-03-29 04:00:00,10186.79,kWh
2023-03-29 04:00:00,2023-03-29 05:00:00,10159.41,kWh
2023-03-29 05:00:00,2023-03-29 06:00:00,10433.8,kWh
2023-03-29 06:00:00,2023-03-29 07:00:00,10717.61,kWh
2023-03-29 07:00:00,2023-03-29 08:00:00,10709.41,kWh
2023-03-29 08:00:00,2023-03-29 09:00:00,10490.39,kWh
2023-03-29 09:00:00,2023-03-29 10:00:00,10181.31,kWh
2023-03-29 10:00:00,2023-03-29 11:00:00,10033.18,kWh
