LCOH,total_H2_kg,NPV_cost_EUR,SEC_stack_mean,SEC_total_mean,stack_replacements,unmet_demand_frac,capacity_factor
11.826218382501198,26768015.46935378,164368853.56092983,64.20672154345444,70.11091725586768,2,0.00011955451642124186,0.36122741780204876
11.673573236661781,27574939.8449407,175561689.19550171,67.71386234191041,73.59254706057523,2,0.00011302816587754773,0.40758637632629935
13.149686366316477,25797634.962468207,176347711.95450646,65.33982210874021,71.28097194968923,3,0.00011499634385543311,0.3724002948011717
12.607589085185603,25684610.632287182,196511701.0737226,66.91212044628494,72.85622260873478,3,0.00017853828034213108,0.3809244099414544
12.304756998237348,26247032.970699664,187658673.3744627,64.08108181370586,70.00619293344876,4,0.0001202873012363005,0.38320849423431824
12.687790426587442,26345818.617852222,182058784.80280748,67.0554855971556,72.97692084897349,2,0.0001028639265504611,0.38228419192082097
14.619959878160202,26665176.690695178,213592061.85482374,66.10333413104351,72.01182997627521,4,0.00022288814020612633,0.40565302786688157
12.696424858603983,24653134.94580225,180348115.73693165,68.5292310301365,74.51986010148042,3,0.0001074395896162258,0.388261120051059
12.110285160031703,26575800.53290975,168174425.3468678,62.74545581796815,68.6555880639826,2,0.00017590083042751985,0.3670048093252842
11.59661069862035,27070933.835088838,158980099.42554125,67.18288115267735,73.07772821892411,2,0.00010284949995030345,0.4044394564022324
12.77511714373916,27171153.52789867,185987464.54170522,62.55906604432775,68.45870148248544,5,0.00015645246526087265,0.3675502167775935
11.010029975609951,25229234.168041702,174780626.71788225,64.99810201165623,70.95842035727931,2,0.0007399944767489771,0.37795211175402477
11.882422892974352,25555932.88522426,177839490.86959195,67.24983664509548,73.1988825599804,3,0.0001239752234112475,0.38782613349090117
12.597042576784704,26242333.31522837,193851773.5821472,67.0254696762455,72.95238402819616,4,0.00013768297009662423,0.39790087507361593
13.946930036252848,26055746.024555653,207065446.4638375,66.47396942461117,72.40717198407329,3,0.00010625132864803536,0.39502603761418054
12.022394512710605,24592198.884608738,151001862.207936,67.17142183850848,73.1514079638271,2,0.0011712177265426965,0.3882430699165047
12.415921506765578,25904930.01793574,159828235.28685057,68.6307088833034,74.56460688719991,3,0.0001773095713671592,0.4161696033681115
11.63062339893635,26096090.523334887,167771994.0989224,65.61931283867601,71.5493341389076,4,0.00012671286366666915,0.3819133810328191
13.729100528937165,26862931.498443212,195198072.10787296,67.17021488406068,73.07617104503306,3,0.00010352053437329371,0.403077844863565
11.791067679654851,25735306.784791008,162480582.90162572,65.43004178624378,71.37426245908503,4,0.00011038269866885979,0.37746500509119263
12.840343956532429,24917885.09857917,185170335.09828988,65.5373406043901,71.50848669666624,3,0.0008286516724689113,0.3717398360614007
13.386498572296526,26285603.051898055,207373853.48648268,68.8780864685323,74.80222110457426,5,0.00010529918663295818,0.4207902463155497
13.399074511244384,25959202.385805856,181236343.43313634,68.76032410511941,74.69939817063278,2,0.0004990121435415874,0.40743374561906803
12.810579519825867,27193846.487268258,209192729.942865,62.81233997039363,68.69963929278319,3,0.00016822853035614567,0.362898205801431
14.124117004833908,28742007.263272487,238066229.3366862,63.71407303081442,69.55671801819751,4,0.00017324602749223207,0.3919549046672669
15.076035955586528,26044213.89491374,222142371.51440808,66.7558031636785,72.68980386039794,5,0.0004611864167157817,0.39677087829070296
13.64898343621758,27297052.689302497,177050273.0564937,65.76921801551622,71.65821120946931,5,0.00011061528407532347,0.4000607856038461
11.85053188792066,27905220.316928096,170960226.17571875,64.83029621404724,70.69870480724383,3,0.0001008998233097548,0.3823507289288576
14.755202989200747,26444100.624401405,205151950.59157324,68.4571645028095,74.38005352502311,4,0.00011301143323263009,0.4007946966873041
14.659995842032842,27114965.195271086,188666752.05247915,66.36449771736022,72.26093624312328,2,0.00020917625269755975,0.3938452459383455
14.877591871336051,26023965.996062066,203790519.01547128,67.1131611117163,73.04705264735718,5,0.0006142749203919089,0.4097668806082991
13.937381987483242,25654267.2974518,202045214.54132286,69.09537482110119,75.04632581073075,4,0.0002732701011627733,0.4103272014458266
14.281475427709145,27107955.765246097,228057918.96348852,67.3313994871131,73.22194050733997,5,0.0001117688177664217,0.41430495186209215
12.250638383495467,27206563.286183197,196758163.56813994,62.28781816587238,68.17997597809638,3,0.00020149563343588092,0.3625782946674458
13.51100609932714,26212634.881937563,180769236.8194301,67.2924458028137,73.22793995621282,2,0.00010649879230458786,0.3883214073525522
12.240494226275766,26594096.280728556,187682645.35849467,66.63938842117136,72.55571667004925,3,0.00010107499036918406,0.3850415307219261
12.05451944232348,28035799.43347616,200977411.80632186,63.86481896105621,69.7269882120447,5,0.00011930030955449597,0.3865487310943275
11.871743042250952,26080347.36159975,162266584.92277154,67.08523895686588,73.0199630151288,3,0.00010726222021606121,0.3919188726319203
12.627650171041974,27229924.599021956,193080001.67902297,66.8836433836057,72.77581205991815,2,0.00018568292306505677,0.39435575111749793
