re_fraction,size_MW,storage_kg,LCOH,LCOH_credits,LCOH_capex,LCOH_opex,LCOH_elec,NPV_M,IRR,payback,CAPEX_M,H2_total_t,H2_annual_t,SEC,CF,op_hours,replacements,curtailment,cycles,demand_total_t,unmet_demand_t,unmet_demand_pct,demand_met_pct
0.6,40,6000,7.469677983149356,7.469677983149356,3.6442679158398734,0.6150147096014053,3.2442948855368603,-42.38916508344757,-7.02011297309853,inf,60.863,29267.592659151047,1951.1728439434032,51.89794685335834,0.4229452054794521,55575.0,0,0.02593482086541752,7905,31722.29817731773,9421.997816672598,29.701498182781634,70.29850181721838
0.6,40,8000,7.582305818610879,7.582305818610879,3.7568957513013985,0.6150147096014053,3.2442948855368603,-44.31472683681649,-7.345781113983942,inf,62.744,29267.592659151047,1951.1728439434032,51.89794685335834,0.4229452054794521,55575.0,0,0.02593482086541752,7905,31722.29817731773,8576.917040553702,27.03750211479451,72.9624978852055
0.6,40,10000,7.694933654072405,7.694933654072405,3.869523586762924,0.6150147096014053,3.2442948855368603,-46.24028859018542,-7.659479947965836,inf,64.625,29267.592659151047,1951.1728439434032,51.89794685335834,0.4229452054794521,55575.0,0,0.02593482086541752,7905,31722.298177317734,7906.51001791682,24.924140028322977,75.07585997167703
0.6,40,12000,7.8075614895339305,7.8075614895339305,3.982151422224449,0.6150147096014053,3.2442948855368603,-48.16585034355434,-7.9620358173751224,inf,66.506,29267.592659151047,1951.1728439434032,51.89794685335834,0.4229452054794521,55575.0,0,0.02593482086541752,7905,31722.29817731773,7365.650884068874,23.219159100318606,76.7808408996814
0.6,40,15000,7.976503242726218,7.976503242726218,4.151093175416737,0.6150147096014053,3.2442948855368603,-51.05419297360771,-8.396589765540359,inf,69.3275,29267.592659151047,1951.1728439434032,51.89794685335834,0.4229452054794521,55575.0,0,0.02593482086541752,7905,31722.29817731773,6673.287840475803,21.03658380352587,78.96341619647413
0.6,40,18000,8.145444995918504,8.145444995918504,4.320034928609024,0.6150147096014053,3.2442948855368603,-53.942535603661085,-8.809966602160129,inf,72.149,29267.592659151047,1951.1728439434032,51.89794685335834,0.4229452054794521,55575.0,0,0.02593482086541752,7905,31722.29817731773,6112.504196618063,19.26879371239459,80.7312062876054
0.6,40,21000,8.314386749110792,8.314386749110792,4.4889766818013115,0.6150147096014053,3.2442948855368603,-56.83087823371448,-9.204102927888437,inf,74.9705,29267.592659151047,1951.1728439434032,51.89794685335834,0.4229452054794521,55575.0,0,0.02593482086541752,7905,31722.298177317734,5661.878722100944,17.848261467226653,82.15173853277335
0.6,40,24000,8.483328502303081,8.483328502303081,4.6579184349936,0.6150147096014053,3.2442948855368603,-59.71922086376785,-9.580689262876668,inf,77.792,29267.592659151047,1951.1728439434032,51.89794685335834,0.4229452054794521,55575.0,0,0.02593482086541752,7905,31722.298177317734,5302.049050547756,16.71394998215753,83.28605001784247
0.6,45,2000,8.126202948166304,8.126202948166304,4.043054472893029,0.7299396455358215,3.3181904179557606,-49.947217503016084,-10.09496617562364,inf,64.0035,27742.019664016512,1849.4679776011008,52.316941928364876,0.38310502283105025,50340.0,0,0.011988462014220772,7440,31722.298177317734,13555.166488660936,42.730720242561844,57.26927975743816
0.6,45,4000,8.245024347988373,8.245024347988373,4.161875872715099,0.7299396455358215,3.3181904179557606,-51.872779256385,-10.385401448822948,inf,65.8845,27742.019664016512,1849.4679776011008,52.316941928364876,0.38310502283105025,50340.0,0,0.011988462014220772,7440,31722.29817731773,11622.00781420839,36.636714494154866,63.363285505845134
0.6,45,6000,8.36384574781044,8.36384574781044,4.280697272537167,0.7299396455358215,3.3181904179557606,-53.798341009753926,-10.666183000218446,inf,67.7655,27742.019664016512,1849.4679776011008,52.316941928364876,0.38310502283105025,50340.0,0,0.011988462014220772,7440,31722.29817731773,10573.34407713913,33.330952310067325,66.66904768993267
0.6,45,8000,8.48266714763251,8.48266714763251,4.399518672359236,0.7299396455358215,3.3181904179557606,-55.72390276312285,-10.93793478908153,inf,69.6465,27742.019664016512,1849.4679776011008,52.316941928364876,0.38310502283105025,50340.0,0,0.011988462014220772,7440,31722.298177317734,9765.256507628043,30.78357202571929,69.21642797428072
0.6,45,10000,8.60148854745458,8.60148854745458,4.518340072181306,0.7299396455358215,3.3181904179557606,-57.64946451649176,-11.201224098536782,inf,71.5275,27742.019664016512,1849.4679776011008,52.316941928364876,0.38310502283105025,50340.0,0,0.011988462014220772,7440,31722.29817731773,9077.207268645534,28.61459537990212,71.38540462009789
0.6,45,12000,8.720309947276649,8.720309947276649,4.637161472003374,0.7299396455358215,3.3181904179557606,-59.57502626986069,-11.456568096061405,inf,73.4085,27742.019664016512,1849.4679776011008,52.316941928364876,0.38310502283105025,50340.0,0,0.011988462014220772,7440,31722.29817731773,8518.88541098564,26.85456571704778,73.14543428295221
0.6,45,15000,8.898542047009752,8.898542047009752,4.815393571736477,0.7299396455358215,3.3181904179557606,-62.46336889991407,-11.825709718930998,inf,76.23,27742.019664016512,1849.4679776011008,52.316941928364876,0.38310502283105025,50340.0,0,0.011988462014220772,7440,31722.29817731773,7822.103191786459,24.65805960231301,75.341940397687
0.6,45,18000,9.076774146742855,9.076774146742855,4.993625671469581,0.7299396455358215,3.3181904179557606,-65.35171152996746,-12.179461521074426,inf,79.0515,27742.019664016512,1849.4679776011008,52.316941928364876,0.38310502283105025,50340.0,0,0.011988462014220772,7440,31722.29817731773,7208.280339977329,22.723071007293658,77.27692899270635
0.6,45,21000,9.255006246475958,9.255006246475958,5.171857771202684,0.7299396455358215,3.3181904179557606,-68.24005416002085,-12.519086503621205,inf,81.873,27742.019664016512,1849.4679776011008,52.316941928364876,0.38310502283105025,50340.0,0,0.011988462014220772,7440,31722.29817731773,6756.818142300759,21.299901112246843,78.70009888775316
0.6,45,24000,9.43323834620906,9.43323834620906,5.350089870935787,0.7299396455358215,3.3181904179557606,-71.1283967900742,-12.84570330980811,inf,84.6945,27742.019664016512,1849.4679776011008,52.316941928364876,0.38310502283105025,50340.0,0,0.011988462014220772,7440,31722.29817731773,6391.464665193954,20.14817662159174,79.85182337840826
0.6,50,2000,9.095201519333482,9.095201519333482,4.755151133607271,0.8610332296134399,3.361425813585479,-60.74411948212218,-13.765811519559493,inf,70.906,26131.395660654533,1742.0930440436355,52.62641582004308,0.34554794520547943,45405.0,0,0.00668880888869195,7140,31722.298177317723,14725.58044215225,46.42028254018943,53.57971745981056
0.6,50,4000,9.221346546303208,9.221346546303208,4.881296160576995,0.8610332296134399,3.361425813585479,-62.6696812354911,-14.014642830875301,inf,72.787,26131.395660654533,1742.0930440436355,52.62641582004308,0.34554794520547943,45405.0,0,0.00668880888869195,7140,31722.29817731773,12817.013572930477,40.40379893438797,59.59620106561203
0.6,50,6000,9.347491573272931,9.347491573272931,5.0074411875467195,0.8610332296134399,3.361425813585479,-64.59524298886002,-14.256543405524111,inf,74.668,26131.395660654533,1742.0930440436355,52.62641582004308,0.34554794520547943,45405.0,0,0.00668880888869195,7140,31722.29817731773,11795.946677751746,37.18503184043001,62.81496815956999
0.6,50,8000,9.473636600242656,9.473636600242656,5.133586214516444,0.8610332296134399,3.361425813585479,-66.52080474222895,-14.491914695560018,inf,76.549,26131.395660654533,1742.0930440436355,52.62641582004308,0.34554794520547943,45405.0,0,0.00668880888869195,7140,31722.29817731773,10999.12223628131,34.673156953508396,65.32684304649162
0.6,50,10000,9.59978162721238,9.59978162721238,5.259731241486167,0.8610332296134399,3.361425813585479,-68.44636649559786,-14.721125625280095,inf,78.43,26131.395660654533,1742.0930440436355,52.62641582004308,0.34554794520547943,45405.0,0,0.00668880888869195,7140,31722.29817731773,10341.266092677792,32.59935971496563,67.40064028503437
0.6,50,12000,9.725926654182103,9.725926654182103,5.385876268455892,0.8610332296134399,3.361425813585479,-70.37192824896678,-14.944515974555255,inf,80.311,26131.395660654533,1742.0930440436355,52.62641582004308,0.34554794520547943,45405.0,0,0.00668880888869195,7140,31722.29817731773,9762.493747907647,30.774862821534427,69.22513717846557
0.6,50,15000,9.91514419463669,9.91514419463669,5.575093808910479,0.8610332296134399,3.361425813585479,-73.26027087902017,-15.26936738259382,inf,83.1325,26131.395660654533,1742.0930440436355,52.62641582004308,0.34554794520547943,45405.0,0,0.00668880888869195,7140,31722.298177317727,9040.002455666337,28.497312537495077,71.50268746250492
0.6,50,18000,10.104361735091278,10.104361735091278,5.764311349365065,0.8610332296134399,3.361425813585479,-76.14861350907353,-15.582783817732327,inf,85.954,26131.395660654533,1742.0930440436355,52.62641582004308,0.34554794520547943,45405.0,0,0.00668880888869195,7140,31722.29817731773,8434.372836760323,26.588151935319488,73.41184806468051
0.6,50,21000,10.293579275545863,10.293579275545863,5.953528889819651,0.8610332296134399,3.361425813585479,-79.03695613912693,-15.88562369833305,inf,88.7755,26131.395660654533,1742.0930440436355,52.62641582004308,0.34554794520547943,45405.0,0,0.00668880888869195,7140,31722.298177317734,7956.75177546107,25.082519970606526,74.91748002939347
