LCOH,total_H2_kg,NPV_cost_EUR,SEC_stack_mean,SEC_total_mean,stack_replacements,unmet_demand_frac,capacity_factor
10.401982429773442,26244313.739558194,132929499.71232803,68.88102690404483,74.849582826211,2,0.24359711712010879,0.5985116827998007
11.276669611442845,29370853.370661624,163907305.244175,65.69481491512602,71.54788371734946,3,0.18663438140196267,0.6045396079228731
11.049076167600916,28887017.902389612,178378798.1270287,65.0267646064917,70.89848615741953,4,0.20108655157801636,0.5985470661865762
11.129184447074637,27001750.279354516,150731928.73468927,66.03654270610589,71.97504786331217,4,0.2653754245433713,0.5992313342496456
10.676587121564783,27564919.96383346,162167518.78087968,64.88701089700494,70.79799969965849,2,0.2058046553860971,0.5913057683467039
10.23666549159688,28525655.62363565,149480765.66862884,66.51576933221575,72.39526558010694,2,0.238930738021196,0.6274705970487067
8.707978970417521,27476071.733286534,144340316.4152181,65.14710515519053,71.07012297486901,3,0.23889805556976543,0.5895353808075011
10.615967449551528,29262793.347942285,166100069.43505386,64.18282581227498,70.03680382812489,2,0.20421659007398557,0.6122421427742126
12.032704175445454,26305580.25709014,177324611.13690764,65.04105576612113,71.00523703989336,5,0.25533722838400924,0.5904161745970863
11.284635783468001,26004771.490259517,150073973.68187398,65.4204026131095,71.39097793412205,2,0.3059929277005134,0.5868942675395291
10.725652018140512,29106477.918578353,172404254.87794185,67.68811537808175,73.55730488323826,3,0.17227975286433134,0.6260829362928743
10.238021547325953,30199189.383392174,176426620.4635611,62.537195687781555,68.36455023314873,6,0.2105200353292148,0.625424401432705
10.422653043004505,29026693.270694662,157912734.12241805,63.81414600578805,69.68060988165337,5,0.18631360980802222,0.5968989258446475
9.68853397635156,27572965.6451343,143634262.3876565,66.4388193530431,72.35453088839729,2,0.225055166398521,0.6102185589308123
8.708051876854123,27781050.869035877,130288790.66953413,65.40802103009204,71.3106294701791,3,0.24773522824933922,0.6248078149100919
9.069504902458403,26423213.486667536,132700180.22498089,65.97301647018246,71.92714061595268,2,0.25136449037316555,0.589635972749082
10.126410893846863,27985056.860915277,162412004.8133906,63.67772649512587,69.57719719867427,5,0.23475140017641266,0.5912857864315115
9.683325006194847,26749787.76635932,136183278.43721712,65.52521807427863,71.46830617617569,3,0.291825472162373,0.5889123273146846
10.20597125324486,29279800.03731651,186656697.0751035,62.499031810274886,68.3584953021831,3,0.2129779039041058,0.5957072319453245
11.611159736545495,27168150.70977692,169420236.98503858,65.08016224614965,71.01632307262473,4,0.26056624644422954,0.5985047651967483
10.632811914331455,27341496.55163366,181413697.32000598,67.0164658080706,72.93969169223624,3,0.2245870644533209,0.6044368475707905
9.533108466200382,27550277.10874945,144810813.1686289,66.30235829423232,72.21541732836292,2,0.27857435036668493,0.6102257816413884
10.523317814444592,26145076.75600061,148882169.48413458,65.73489235553949,71.69709284218209,3,0.2573694694983645,0.5757679359291328
8.430323587988429,29382322.908681095,153952446.59095162,62.76707790740269,68.62427407638624,3,0.1753776247043713,0.5865470305320367
10.295225134559352,28772241.972477376,162118081.37121415,67.30179034012775,73.17784230882386,3,0.21086312225417234,0.6360088619874821
8.948798314540047,26351098.573284287,148389521.90674487,63.28228223636136,69.23737528807527,3,0.26767609433338435,0.5654009366261575
9.044663864581533,27449798.469381567,128154665.59370533,66.59203296180192,72.5134300285779,3,0.2622099462770054,0.6018315996308431
10.905389380576336,27180186.64724938,155539491.57056844,65.8517643098766,71.78185333716402,3,0.2377784940562984,0.6030981858992361
8.458048963601902,28445181.13702837,136152502.83343422,63.79530895421555,69.67904262446876,5,0.24221909136234357,0.6051210198931275
10.823670458899354,27161267.62882984,165398184.89272377,64.82060824508683,70.74825499612093,4,0.278579027313891,0.5939977932805921
10.728383145594469,28763705.4175913,174804755.52591705,65.70616610681705,71.5766259739855,3,0.2280479829748482,0.6238607091939363
8.623595172977382,28689887.550946776,148237952.9300262,65.23636702039117,71.10683015058105,3,0.22206728594401381,0.6075575107986569
10.4783570218353,27002447.387005717,134781316.11966807,67.82418340997731,73.758166520933,4,0.2839091377758516,0.6163198107038514
10.712958312114864,27501179.43518945,148955952.2605579,62.332444962621466,68.25408302371181,4,0.23412447866618577,0.5779418393766552
9.036033607535536,27591828.335587595,152411671.06651697,69.89510195771423,75.80353607400626,2,0.2252281319486909,0.6274384404695134
10.59125682404149,25296674.93098055,143717661.74053374,65.04698409172732,71.03445542719162,2,0.2505791637753313,0.5538212947344336
10.89990270663641,27775594.632657744,174979299.41598713,65.70125276312528,71.6086864492829,4,0.25964121422772674,0.608650520421725
11.162991361409471,26343899.599591367,157718153.4624898,69.08002033603802,75.03263630392327,5,0.24927689621014507,0.6098728689252781
10.624582275040341,28131525.682707336,170347435.66041264,64.64039380596992,70.53676049417827,3,0.18598558069433246,0.5806286134491679
11.272034278366469,27234066.076931577,160407407.38030356,65.18272162689176,71.11087058264826,4,0.2214326116402219,0.5921745325012301
10.197717766143684,25014256.99763869,144191429.453129,68.37613853299078,74.39198481112543,3,0.2567278705477161,0.5743195903671962
10.326881007681406,28082979.867504645,157142995.95059425,64.42262042522141,70.31814832855102,4,0.2375838858572359,0.5990710566700281
9.870752025620375,26591601.50722775,147130261.4896525,66.45232438467586,72.4019080478618,4,0.30233400959972295,0.6114512437905979
8.49857382427682,29448962.541372597,137411206.2610643,63.19234335083014,69.04540073727334,3,0.18010815003827182,0.5933390084089337
10.152022990528257,27444918.35993885,159683966.6448567,65.22968684833481,71.15067326114936,5,0.20279912290214774,0.5906542205661625
11.053612196979525,27229117.877233397,191025152.55554068,63.887263675239794,69.8136488146569,4,0.23528455840514062,0.5838274419264287
9.217045978593468,28829157.506094117,140578390.30190116,65.30808609724035,71.17873495386903,3,0.2091678027119422,0.6082651510887218
10.995116551450154,27786748.428968444,146837120.3672939,67.05004573468901,72.95744596448674,4,0.20961554442919544,0.6122624008976696
9.175506437878006,29010957.673134763,134390080.3669674,65.42814362044152,71.29061171681107,3,0.22157902243981223,0.6180195537878247
9.37836717685863,28078458.22588853,132811010.70584363,66.85445272775762,72.75392038569807,3,0.23104073494975083,0.6139027062583085
8.3284101019215,26731906.73141027,130346216.92700852,65.3418878901296,71.28881491023515,3,0.2923673260429656,0.5936065042455831
12.301922107630803,26028459.409356337,145773185.05577326,66.79181418684054,72.76117151195425,2,0.24619966498613619,0.5878189856289211
10.442295748206018,28990501.17510275,153768089.9850729,65.2272729444409,71.09111778459705,4,0.21441433746808836,0.6270136223302498
9.063597489866394,28007666.972606033,139849844.6447841,65.0012128651682,70.89884963772226,3,0.21440096230397895,0.6015348847966935
10.594805122948545,25726927.364374362,159564708.04583234,65.86807413953315,71.85118381476681,3,0.28122138417161946,0.5753498539604789
10.198296330990855,26889789.81673215,161231993.40235588,65.09982229576774,71.04170048049676,2,0.2670244938893615,0.5967997386756274
9.034699129713335,26936583.049221084,151692922.85966378,66.38393400881027,72.31742725904266,4,0.2419333504831879,0.6081077934943961
11.05002571031025,28462427.228596985,181514606.62814525,65.57719138342401,71.46081946561686,4,0.21333087569453277,0.6076203654048152
12.29412016973996,26476099.88143386,186359671.97204697,65.96417389468996,71.92159899604677,4,0.22601659918794298,0.576496918226364
11.390201918135551,26265319.755219407,157903238.1372899,68.46180401019441,74.42780355310269,3,0.2819511430646523,0.6115247680921213
9.46377424816956,27448706.9282397,146986030.72859722,63.209683571985195,69.13076494589802,4,0.24941469590274462,0.591056631778245
9.340093314674728,27493902.395519808,133333195.77377316,63.912047671992994,69.82706500767166,2,0.2337770613236279,0.5665699045209681
8.631036102611734,28278251.99277298,133113996.21888445,67.3018458270683,73.19168595909355,2,0.21257609968138394,0.6239191892980058
10.59440908411695,26386966.101277143,145325162.30190313,65.21706362670736,71.1733593762811,3,0.24234882311239786,0.572462878992121
10.07081744057292,26270616.50749355,160541480.4022332,66.78021201741278,72.74147023161079,3,0.2656183722132082,0.5812736530360201
9.60143275375142,27049856.569973726,150910019.50687695,63.530617291754695,69.46407303973412,4,0.2432858286613016,0.5868234331906808
9.976963116134014,26951722.559673857,146453936.36212963,66.86340501692277,72.79502570669662,2,0.2140928685516905,0.5862930843185572
11.655821373000215,27574497.60923471,176094481.55162027,65.30244661936909,71.21439797005434,4,0.2705497461128052,0.6139585082025727
9.99314187165824,25418527.33652042,146376752.5626833,68.02197530988616,74.01947430679674,3,0.23637694323056338,0.5793842360809868
9.543183282689633,27442438.722393267,136849078.58934,62.1947417300174,68.11187802516453,2,0.2485373712262303,0.5712684460941096
8.634690655551221,28057272.86158356,122687635.4990569,66.27226458463402,72.16903099523888,2,0.24021820601230218,0.6155620743263774
10.215471138200831,27909357.895358756,152765451.97069138,62.23143036640523,68.13981750666467,5,0.2454285474259992,0.5771397513182759
8.558570920291956,25977677.283686407,139893391.57177797,64.61058637655464,70.58111121533649,2,0.29362907582433145,0.5731553576109023
9.18710298858181,26344048.21889198,141739528.2197129,66.70690312128689,72.66422553437636,3,0.2458936303459567,0.5864201235278212
9.70757307612764,27308630.614112683,155458304.7447583,65.92131325129843,71.84442943567839,4,0.25290321713493313,0.6013446690245232
11.089461074326104,26863487.800302655,169743888.13131958,65.86358271128296,71.80357627950744,3,0.2439861891402984,0.5980718178187018
9.478400153715048,25216669.250230066,122082675.62923793,66.97948777814145,72.97419248810479,2,0.32253828713123206,0.5783878650302527
9.458154885848202,26762905.649247445,125793745.68728372,67.81423178279374,73.74850691398021,3,0.27183422222178455,0.6193129325128643
9.011608680808994,26794870.109447397,133474764.38378653,65.25797722681953,71.20073510682673,4,0.246339993171317,0.5847246964899271
10.684790120130154,27824245.91021453,157353092.9357294,66.25449929411067,72.16059283397315,3,0.2217959337182002,0.6118898575087008
9.18914396700109,26465516.522278327,130218245.53695595,65.00354622104477,70.9588018710159,4,0.23820300451318804,0.5764072108672876
10.388515491986055,25584698.48067343,153822630.54125178,65.2935821390748,71.2775003711561,3,0.2944055198228978,0.5643711614768468
